PENTAD,INDEX_4,INDEX_8,INDEX_9
20111020,2.89,-2.08,-3.28
20111025,0.83,-0.08,-1.6
20111030,-0.08,0.95,-0.73
20111104,-0.83,1.53,-0.07
20111109,-1.27,1,1.39
20111114,0.05,-0.29,0.17
20111119,1.08,-0.77,-1.24
20111124,1.21,-0.26,-1.97
20111129,-0.52,1.45,-0.45
20111204,-2.04,2.29,1.39
20111209,-1.4,1.3,1.21
20111214,-0.5,0.65,0.32
20111219,-0.44,0.74,0.05
20111224,-1.02,1.47,0.39
20111229,-1,0.94,0.82
20120103,-0.16,-0.06,0.29
20120108,-0.54,0.43,0.5
20120113,-0.52,0.66,0.33
20120118,-0.31,0.52,0.02
20120123,-0.65,0.8,0.37
20120128,-0.88,0.54,0.97
20120202,-1.47,0.85,1.83
20120207,0.71,-1.65,0.39
20120212,1.25,-1.53,-0.81
20120217,1.35,-0.99,-1.59
20120222,1.02,-0.51,-1.39
20120227,0.77,-0.1,-1.35
20120304,-0.9,1.92,-0.27
20120309,-1.51,2.16,0.6
20120314,-1.5,1.64,1.07
20120319,-2.11,1.43,2.49
20120324,-0.52,-0.08,1.02
20120329,-0.64,0.45,0.61
20120403,-0.88,0.26,1.42
20120408,0.89,-1.45,-0.08
20120413,1.27,-1.31,-1.04
20120418,0.42,0.08,-0.89
20120423,-1.09,1.23,0.72
20120428,-0.91,0.72,1.03
20120503,-0.8,0.69,0.78
20120508,-1.28,0.97,1.29
20120513,-1.33,0.97,1.45
20120518,-0.82,0.42,1.09
20120523,-0.28,0.17,0.28
20120528,-0.75,0.77,0.41
20120602,-0.82,1.15,0.17
20120607,-1.99,2.01,1.57
20120612,-0.85,0.07,1.51
20120617,0.87,-1.18,-0.44
20120622,0.71,-0.98,-0.49
20120627,0.17,-0.1,-0.45
20120702,-0.17,0.43,-0.29
20120707,-0.39,0.63,0.09
20120712,0.31,-0.16,-0.54
20120717,-0.56,0.65,0.2
20120722,-1.42,1.49,0.99
20120727,-1.47,1.12,1.48
20120801,-1.24,0.77,1.36
20120806,-0.8,0.16,1.14
20120811,0.49,-0.98,0.12
20120816,0.66,-0.87,-0.32
20120821,0.17,0.09,-0.57
20120826,-0.35,0.89,-0.31
20120831,-0.69,0.82,0.39
20120905,-0.45,0.86,-0.18
20120910,-1.42,1.53,0.91
20120915,-0.68,0.59,0.59
20120920,-0.62,0.74,0.23
20120925,-0.76,0.91,0.45
20120930,-1.92,1.54,1.87
20121005,-1.15,0.7,1.3
20121010,0.13,-0.33,0.1
20121015,0.9,-1.06,-0.54
20121020,1.48,-1.38,-1.38
20121025,0.94,-0.51,-1.22
20121030,1.29,-0.72,-1.76
20121104,-0.07,0.85,-0.84
20121109,-0.81,1.08,0.36
20121114,-0.84,0.78,0.73
20121119,-0.86,0.76,0.76
20121124,-0.27,0.34,0.09
20121129,0.88,-0.69,-0.85
20121204,0.44,-0.19,-0.69
20121209,-0.58,0.8,0.19
20121214,0.76,-0.66,-0.7
20121219,-0.02,0.18,-0.19
20121224,-0.26,0.66,-0.09
20121229,-0.65,1.1,0.09
20130103,-1.35,1.67,0.71
20130108,-2.5,2.61,1.89
20130113,-0.84,0.19,1.21
20130118,-0.61,0.18,0.78
20130123,-0.74,0.45,0.81
20130128,-0.39,0.07,0.46
20130202,0.56,-0.57,-0.57
20130207,0.23,-0.3,-0.05
20130212,0.82,-0.51,-1.02
20130217,-1.13,1.67,0.24
20130222,-1.06,1.27,0.7
20130227,-1.3,0.79,1.48
20130304,-0.51,-0.1,0.97
20130309,-0.7,0.41,0.74
20130314,-0.69,0.3,1.01
20130319,1.09,-1.43,-0.42
20130324,0.73,-0.64,-0.76
20130329,-0.57,0.89,0.1
20130403,-0.7,1.08,0.29
20130408,-0.8,1.31,0.04
20130413,-1.14,1.19,0.82
20130418,-0.75,0.45,1
20130423,-0.74,0.43,0.81
20130428,-0.11,-0.11,0.26
20130503,1.43,-1.22,-1.31
20130508,0.93,-0.1,-1.69
20130513,-1.02,1.11,0.71
20130518,-0.16,0,0.23
20130523,-0.18,0.01,0.35
20130528,0.41,-0.5,-0.24
20130602,-0.15,0.27,-0.12
20130607,-0.54,0.88,0.07
20130612,-1.1,1.57,0.41
20130617,-1.88,1.86,1.49
20130622,-0.66,0.13,1.08
20130627,0.91,-1.27,-0.51
20130702,1.36,-1.14,-1.46
20130707,0.99,-0.62,-1.32
20130712,-0.13,0.56,-0.44
20130717,-0.8,0.97,0.44
20130722,-0.32,0.24,0.32
20130727,-0.52,0.59,0.21
20130801,-0.78,1.22,0.1
20130806,-0.39,0.34,0.33
20130811,-0.04,0.1,-0.07
20130816,0.08,-0.22,-0.01
20130821,-0.31,-0.14,0.66
20130826,0.15,-0.5,0.31
20130831,1.46,-1.31,-1.39
20130905,1.39,-0.86,-1.69
20130910,0.11,0.31,-0.55
20130915,-1.37,1.61,0.84
20130920,-1.74,1.66,1.53
20130925,-1.72,1.52,1.55
20130930,-1.33,1.07,1.36
20131005,-1.68,1.44,1.41
20131010,-1,0.65,1.16
20131015,0.01,-0.31,0.36
20131020,0.02,-0.1,0.03
20131025,-0.75,0.64,0.71
20131030,0.34,-0.66,0.07
20131104,1.04,-0.82,-1.15
20131109,-0.08,0.59,-0.5
20131114,-0.52,0.83,0.15
20131119,-0.25,0.36,0.07
20131124,-0.57,0.66,0.27
20131129,-0.55,0.42,0.58
20131204,0.86,-0.5,-1.14
20131209,0.18,0.48,-0.89
20131214,-0.28,0.79,-0.21
20131219,-0.63,0.74,0.41
20131224,-0.89,0.87,0.71
20131229,-1.41,1.39,1.17
20140103,-1.49,1.41,1.39
20140108,-0.76,0.6,0.83
20140113,-1.11,1.16,0.8
20140118,-1.22,1.07,1.19
20140123,-0.23,-0.19,0.52
20140128,-0.53,0.4,0.49
20140202,0.08,-0.31,0.12
20140207,-0.27,0.76,-0.16
20140212,-1.14,1.23,0.94
20140217,-1.75,1.23,2.01
20140222,-0.94,0.36,1.43
20140227,0.07,-0.5,0.39
20140304,0.5,-0.89,-0.01
20140309,0.88,-1.18,-0.5
20140314,0.08,0.03,-0.14
20140319,-1.24,1.13,1.13
20140324,-0.22,-0.01,0.53
20140329,-0.13,0.28,-0.04
20140403,-0.81,1.34,0.12
20140408,-2.99,2.75,2.62
20140413,-2.23,1.62,2.36
20140418,-1.65,1.05,2
20140423,-0.79,0.21,1.22
20140428,-0.15,-0.31,0.59
20140503,1.08,-1.54,-0.39
20140508,1.69,-1.62,-1.54
20140513,-0.96,1.1,0.55
20140518,-0.43,0.29,0.5
20140523,0.41,-0.66,-0.14
20140528,0.6,-0.52,-0.58
20140602,-0.01,0.12,-0.16
20140607,-0.56,0.56,0.43
20140612,-1.3,1.54,0.85
20140617,-1.85,1.68,1.67
20140622,-1.59,0.94,2
20140627,-0.51,-0.14,1.15
20140702,0.07,-0.35,0.1
20140707,-0.53,0.62,0.29
20140712,-1.63,1.12,2
20140717,-0.95,0.3,1.46
20140722,-1.99,1.32,2.29
20140727,-0.89,0.15,1.5
20140801,0.48,-0.75,-0.22
20140806,0.41,-0.55,-0.18
20140811,0.48,-0.57,-0.31
20140816,0.71,-0.93,-0.4
20140821,1.54,-1.59,-1.26
20140826,0.74,-0.48,-0.8
20140831,-0.5,0.74,0.1
20140905,-1.44,1.59,1
20140910,-1.29,1.07,1.33
20140915,0.44,-0.51,-0.28
20140920,0.37,-0.38,-0.31
20140925,-0.65,0.59,0.49
20140930,-1.3,1.25,1.11
20141005,-1.15,0.99,1.1
20141010,-0.4,-0.02,0.81
20141015,0.58,-0.75,-0.26
20141020,0.96,-0.79,-0.94
20141025,0.32,-0.2,-0.39
20141030,-0.13,0.33,-0.17
20141104,-0.87,0.86,0.7
20141109,0.61,-0.84,-0.23
20141114,1.45,-1.38,-1.28
20141119,0.54,-0.14,-0.93
20141124,-0.18,0.91,-0.57
20141129,-1.92,2.41,1.05
20141204,-1.82,1.54,1.76
20141209,-0.15,-0.17,0.49
20141214,0.24,-0.31,-0.15
20141219,0,0.42,-0.5
20141224,-0.68,1.23,0
20141229,-1.58,1.8,1
20150103,-2.06,1.92,1.73
20150108,-2.54,2.15,2.46
20150113,-0.93,0.33,1.44
20150118,-0.4,-0.07,0.92
20150123,-0.79,0.42,1.06
20150128,-0.93,0.74,0.87
20150202,-0.91,0.52,1.14
20150207,0.8,-1.12,-0.32
20150212,0.67,-0.78,-0.58
20150217,-0.31,0.35,0.28
20150222,-0.01,-0.52,0.54
20150227,-0.67,0.46,0.73
20150304,-1.87,2.14,1.22
20150309,-3.19,3.02,2.81
20150314,-1.06,-0.3,2.31
20150319,1.54,-2.48,-0.22
20150324,1.1,-1.3,-0.82
20150329,0.25,-0.07,-0.37
20150403,-1.17,1.46,0.68
20150408,-1.39,1.32,1.33
20150413,-0.35,0.11,0.63
20150418,-0.53,0.47,0.56
20150423,-1.17,1.08,1.08
20150428,-1.16,0.72,1.51
20150503,-1,0.5,1.3
20150508,-1.26,1.05,1.26
20150513,-1.1,0.32,1.87
20150518,-0.3,-0.31,0.91
20150523,-0.36,-0.06,0.73
20150528,0.19,-0.65,0.42
20150602,0.79,-1.13,-0.26
20150607,1.43,-1.11,-1.41
20150612,-0.48,1.14,-0.28
20150617,-1.77,1.82,1.37
20150622,-2.49,2.37,2.18
20150627,-2.74,1.86,3.23
20150702,-1.67,0.3,2.73
20150707,0.18,-1.58,1.41
20150712,0.58,-1.46,0.44
20150717,1.37,-1.77,-0.66
20150722,0.44,-0.64,-0.18
20150727,-0.31,-0.05,0.56
20150801,-0.41,0.11,0.64
20150806,-0.24,0.03,0.25
20150811,-0.62,0.02,1.23
20150816,0.05,-0.56,0.54
20150821,0.42,-0.92,0.14
20150826,0.4,-0.84,0.15
20150831,0.02,-0.39,0.38
20150905,0.56,-0.92,-0.1
20150910,-0.36,-0.03,0.79
20150915,0.2,-0.36,-0.04
20150920,-0.3,0.01,0.51
20150925,-0.86,0.14,1.52
20150930,-0.17,-0.61,1.05
20151005,-0.6,-0.12,1.27
20151010,-0.75,-0.14,1.58
20151015,-0.2,-0.64,1.03
20151020,0.36,-1.01,0.39
20151025,1.51,-1.48,-1.12
20151030,1.45,-1.09,-1.56
20151104,0.7,-0.32,-0.94
20151109,-0.28,0.51,0.09
20151114,0.08,0.08,-0.22
20151119,0.53,-0.39,-0.44
20151124,-0.59,0.65,0.43
20151129,-1.51,1.56,1.19
20151204,-0.68,0.43,0.98
20151209,-0.3,0.38,0.29
20151214,-1.21,1.39,0.86
20151219,-2.33,2.43,1.85
20151224,-2.02,1.3,2.42
20151229,-1.6,0.74,2.17
